,title,review
0,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
9.5
Story
9.0
Acting/Cast
10
Music
10
Rewatch Value
9.0
This drama was such a delight and surprise to me. It was sold as a melodrama, but there is no melo in it at all. Instead, it is a beautiful and lyrical story where each episode is a chapter in a beautiful fairy-tale, as pointed out by the beautiful art at the beginning and end of each episode.


Story: This is a character-driven story, not plot driven. This is the story of how they met and changed each other's lives, and how they individually grew, and I couldn't have been happier that this was it, without any cliches or contrived plot points.

Characters: On one hand we have Cha Soo Hyun, a chaebol through and through who has never had a chance to have a live of her own, because of the deep love and commitment she has for for family. On the other hand we have Kim Jin Hyuk, an old soul who loves poetry and has a very positive way to look at live, not to be confused with naiveness; he is also a man who is completely free of the toxic masculinity that has been so talked about in recent times. He always respects Soo Hyun's decisions and backs her up, and encourages to empower herself, without pushing her.
There are good side characters throughout the story, but this is a story about these 2, and the drama doesn't waste much time focusing anywhere else.

Acting: Song Hye Kyung and Park Bo Gum have great natural chemistry together; they pulled the drama all on their own, and did a great work while it. With them we were able to see 2 people fall in love, especially in the small details. They were able to convery their emotions and story without having to talk at all. Their scenes felt so real that sometimes we as the audience even feel like voyeurs by watching something so intimate.

Music: This usually is not a very important part for me, but the music in this drama really lifted up the story and gave it great ambiance; it was also great to hear music in Spanish.

Overall: I loved almost everything about this drama, from the simple story to the great chemistry between Soo Hyun and Jin Hyuk. I loved that their story wasn't overly dramatic but instead very realistic. Each time it could've turned into a cliché, the drama subverted it and went the other way. If I have one complain is that characters, especially antagonists, talked a lot about creating havoc but never actually did anything, robbing some momentum to the plot; however, the cute scenes more than made up for it.

Watch this if you're feeling down or just want to feel fuzzy all over; it'll help you remember your first love, and all the small moments and feelings that you go through when you first fall in love.
Read More"
1,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
10
Story
10
Acting/Cast
9.5
Music
9.5
Rewatch Value
9.0
So this beautiful Romcom has finally come to an end. What can I say, I'll truly miss it and I know some of you will too.

From the scenes of Cuba to South Korea, episode 1 to 16 were well exicuted. Big props to the writer and the cast that brought this lovely story to life. I loved it very much. That ending was everything a Romcom suppose to be in correlation to the plot, so subtle and romantic.

WHAT I LOVED

1.THE CHARACTER DEVELOPMENT.

It was very steady and not forced by both Ms Cha and Jin-Hyeok love relationship. I really liked that alot, I've seen many times the love was force and prematurly occurred but in this case it was not. They both got to know each other first hand.

2. EMOTIONS

Showcasing emotions In films plays a big part in how well an individual can act, how well we as the audience/viewers can connect with what is being portrayed in an emotional standpoint. Both Soo-Hyun and Jin-Hyeok did that, as a matter of fact the whole cast did that. I was able to connect with them and to be honest I even shared a tear which is not quite often ????. Big thumps up.

3. CINEMATOGRAPHY

I know the majority of the scenes took place in South Korea but the scenes in Cuba were breathtaking. I don't know if is BEACUSE I'm form the Caribbean so I'm being a bit bias or what but those scenes they captured were supercalifragilisticexpialidocious lol it was wonderful.

4. OST
Easily rated at a 10. So soothing yet catchy. My favorites are the day we met, don't hesitate love and that night. They go so well with each scene.

5.LESSON LEARNED

All dramas give out a different vibe and sometimes the vibe might be similar to another drama that you may have seen. Now this drama I've learned alot of life lessons but there is one that stood out most to me is that sometimes you have to stoop to conquer. Both Jin-Hyeok and Ms Cha could have just gave up on their love for each other because of the obstacles that stood in front of them.
Yes one might say Ms Cha was a bit coward and let go a bit but the most important thing is that she never gave up and her man stood by her all the way and in the end, both hand in hand conquered the obstacles and their love were able to flourish.


WHAT I DISLIKE

There were not so much major things that I could actually say I disliked but there was one thing. Ms Cha took so long to stand up for herself and allowed herself to be battered by family that was no longer family and at times I was becoming upset with her, but in the end it all turned out great. Patience is surely a virtue, something I wish I had lol.

MY RATINGS

As Jin-Hyeok rightfully said ""don't be sorry, thank you for being brave""
There is hope in Love so with that being said my rate is ;
10/10.

This was a well put together drama and I highly recommend it to everyone. ????
Read More"
2,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
8.0
Story
7.0
Acting/Cast
9.0
Music
9.0
Rewatch Value
7.0
""Encounter"" is 100% romance, with no filler, so if people falling in love isn't your thing then this drama definitely should not be on your list. It's an opposites attract story in some ways, but not in a romcom sense. The vibe is much more poetic and serious. There's also a flip in the traditional Kdrama roles with Song Hye Kyo playing the cold CEO usually played by men and Park Bo Gum playing her younger and quirky love interest. I admit that in the beginning I wasn't sold on this pairing at all, but by the end they seemed extremely genuine, and I liked them together much more than I thought I would.

Seeing Song Hye Kyo as such a mature and straight-faced character felt awkward at first. She's come a long way from ""Full House"", one of the first dramas I've ever seen, and though this is not the first time I've seen her serious, it is the first time seeing her as a cold and at times emotionless character. There is also such a significant age gap between her and Park Bo Gum, that they initially just seemed wrong together. The early scenes in Cuba are particularly awkward at times, but there was just enough spark to keep me curious and interested enough to keep watching. Eventually, I sensed more of a chemistry between them, not exciting chemistry, but more comfortable and sweet chemistry. Bo Gum's smiles started to feel less forced. Seeing her loosen up to the possibility, made me loosen up to the possibility as well. Next thing you know I was rooting for them with no hesitation. So maybe that means the casting was genius after all.

There's not much to the story honestly, so I couldn't give it high marks. There are a few points in the story about family & business drama, but it really is about two people figuring out if they can make a relationship work. The pace is also very slow, but I was never bored watching because I think the pace matched the drama's mood well. I'd compare this drama to sipping wine rather than drinking soda (for the record I love both!). The wine has to be to your taste in order to enjoy sipping it, and sucking it up fast with a straw would just seem odd. It isn't the most original or exciting premise either, but there's one thing that makes this drama stand out, the visuals!

This drama is completely gorgeous to watch, and not just the scenes overseas. There are moments that are cinematic, moments where a strategically placed painting makes a huge statement, and animated moments before and after each episode that gives the story a whimsical fairytale feel. The soundtrack is also beautiful and matches that mood well. I think the star of this drama is definitely the director, and since one of the main characters is a photographer, the focus on viuals never seemed out of place. I think it raised the bar for this drama, which never would have been as interesting with a more traditional look.

Would I watch it again? Not likely, but it depends on my mood. There weren't enough things that I loved to want to see it all over again. I also liked but didn't fall in love with the lead couple, or the supporting cast. They were all great, but I didn't feel like I would miss seeing any of them once the show ended.

Overall, this is strictly for romance fans. The love was heavy-handed at times, but there were enough moments that felt authentic, realistic, and relatable as well. I felt calm watching, even during more upsetting moments, so I would categorize this drama under ""Kdrama & Chill"". Just like the title suggests, this was an unexpectedly enjoyable drama that I'm glad I came across, and decided to give a chance.

Read More"
3,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
9.0
Story
8.0
Acting/Cast
9.0
Music
9.0
Rewatch Value
8.0
This drama is a treat for romance drama lovers. Cha Soo Hyun's life after divorce once she gets Donghwa hotel as her alimony is picturised here. She meets a young man in Cuba who later turns out to be her employee. Their beautiful lovestory is well picturised here.

I wanted to write a review on 10th episode because this episode for me is like a beautifully written poem.

The actors Song hye kyo and Park Bo gum are very natural in their acting and handles their roles with ease.

The music compliments the story beautifully.

The 10th episode is a good example of everything coming together beautifully - the acting, story and music.

Now after watching all 16 episodes, I feel like the story can be condensed into 12 or 14 episodes but viewers like would have wanted more of this drama. The way they have presented a simple love story is just amazing. 16 episodes are just perfect for a beautiful slow paced(in a good way) romance drama.

If you are a romance drama lover and haven't started watching this already, then it is time to include this in your watch list.
Read More"
4,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
10
Story
10
Acting/Cast
10
Music
9.0
Rewatch Value
10
This review may contain spoilers
It will touch your heart and soul
Whenever I watch a movie or series, somehow it's important to me that the characters looks good (I know I might sound shallow but who doesn't like good looking characters?!) and the places they shoot should be attractive as well to keep me watching. This exceeds my expectations!

Cliche in every story cannot be completely ignore. So this is a classic love triangle and the struggles that comes being born rich and powerful. I love the cinematography! They do justice in shooting their scenes in Cuba. It makes me want to visit the place. I also love the beach and the tall wooden tower they have visited.

So far, I don't find it boring. Their lines are well delivered and some poetic. I love the phase on how the series is moving. The acting for me is just fine. Meaning, they are not exaggerated at all. Some of the scenes are very emotional and heart breaking. It does made you wonder from time to time if rich people do really have this kind of problem lol!

Supporting characters are not bad either. Park Bogum's friend Kim Jooheon and Song Hyeko's secretary Kwak Sunyoung are someone you need to watch out too! They are cute. The friendship between Hyeko and Sunyoung is something to be admired too. I also find the driver, Ko Changeseok funny!

Hopefully this series will not keep me interested till the end.

UPDATE:
I finished the series long back but forgot to update. It was great! There are several funny scenes as well. What I really admire in this series is the fact that Park Bogum never gave-up. Though it has hinted, he opted not too. In other drama, that will be case and the partner will chase back. In this case, he showed he will stay until Song Hyeko realise his worth. I love how he used the shoes as a symbol. I love it so much that I repeated some of the memorable scenes. There are several lines from Park Bogum that find very poetic.

Read More"
5,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
6.0
Story
5.0
Acting/Cast
10
Music
10
Rewatch Value
3.0
This drama's visuals were what impressed me the most. Everything looked stunning, the animations that played at the beginning and at the end of each episode, the scenery, the actors, everything.

The romance was so heartfelt, it made me wonder if such a beautiful romance with such a deep connection between two people in love could actually exist in real life, I hope it does.

I can't not mention how I loved the osts, they were simply beautiful and fitted the situations well.

Although I loved the romance part of the story, I could have liked this drama more if the plot had been more interesting.

Also the episodes were all too long and there were a lot of boring scenes.

The last two episodes disappointed me because of the use of one of the typical unnecessary situations kdrama writers like to add in the finale episodes to cause drama.

But I did like the ending, it was simple and good and although I didn't rate this drama that high I still recommend it just because of the romance. If you are a hopeless romantic like me you will love the pairing in this.
Read More"
6,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
10
Story
8.5
Acting/Cast
10
Music
10
Rewatch Value
10
I can't find enough words to describe how I feel about this drama. Maybe because this is much more then a love drama, it is a beautiful poetry ❤! A love poem with incredible beautiful words and beautiful souls. A fairytale I really loved it ...
I can say it’s been a long time since I’ve watched a drama that involves so many emotions. I cried and I fell in love with the characters and their dialogues. Park Bo Gum it was perfect and I am wondering if he actually exists, Song Hye Kyo was amazing and their romance was so warm and smooth, like a dream ...
Was this review helpful to you? Yes No"
7,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
4.0
Story
5.0
Acting/Cast
7.0
Music
4.0
Rewatch Value
4.0
The premisses of the story were good, as the story of the leading lady was tragic and it was obvious that when he met the young man, her life changed as well as her as a person. However, the romance and the love story all together lacked intensity. After the strong start, the events tended to repeat each other and the twists were boring. At least the performances were good, however, the two leads lacked chemistry and looked more like good friends than lovers. So, four out of ten, because it got tiring to watch after a while.
Was this review helpful to you? Yes No"
8,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
10
Story
10
Acting/Cast
10
Music
10
Rewatch Value
10
Romance in full bloom
If you want to immerse yourself in a beautiful romantic adventure, then this is the one for you. Rarely does the chemistry of two stars come across on the screen like Park Bo Gum and Song Hye Kyo portrayed in this series. The story of two beautiful people of different ages and different walks of life coming together as a couple. It was a pleasure seeing them survive through a storm of difficulties. It was also refreshing to see a male lead who never gave up on his love and a female lead who didn’t turn to another man even when she was almost broken. To me, this was the story that showed the beautiful healing power of love. Each episode was a chapter in a love story that urged me on to the next.

The supporting roles were perfect. Each character added something without overpowering the main story. Excessive parental control is one thing that gets me riled up. I must admit the parents in this story were great at making my blood boil. I especially liked Ko Chang Seok’s portrayal of Nam Myeong Sik. As the episodes flowed by, he gave you hope and helped tie the entire series together.

Song Hye Kyo was terrific as always. She has the X factor, and her mere presence lights up the screen. Her portrayal of Cha Soo-Hyun was something to behold. I think this was a complicated character for her because it required her to portray so many difficult mindsets or emotions. She did it perfectly. She changed from a sheltered rich woman battered from wicked parental control to a free soul opening herself to her first real love. It was like watching a flower bloom or a butterfly emerge. In spots, she controlled the entire flow of the scene with a simple smile. It was captivating.

In my opinion, Park Bo Gum’s portrayal of Kim Jin Hyuk was the best role I’ve ever seen him play. He showed us strength in a male character through love, kindness, and understanding. You don’t see that on-screen very often, and it was surprising but refreshing. It made me want to be a better man. Soo Hyun’s reactions to his never-ending flow of love advances were priceless. He also has one of the best smiles I’ve seen on a male actor.

The music was sensational. It was well-orchestrated as it blended with each emotion.

The subtitles were outstanding. Since I don’t speak the language, I rely on subtitles. Sometimes, they can be misleading or show words that don’t fit in the English language, but they were perfect in this case.

And finally, the most critical part, the kisses. You can’t sell a romance on screen if you aren’t committed to the kisses. The kisses in Encounter were likable and believable. They made you smile and maybe even tear up a little. You could feel the growth of the love through each kiss.

In summary, I loved this series.
Read More"
9,https://mydramalist.com/29722-boyfriend/reviews?xlang=en-US&page=,"Overall
10
Story
10
Acting/Cast
10
Music
10
Rewatch Value
10
*First review so plz bear with me*

First, I'll admit I started this drama because of the cast, (I mean who would resist ?)
Song Hyekyo did a stunning job, and Park Bogum was incredible.
They were so good at capturing the right emotions, their talent and chemistry was unbelievable.

This drama was so aesthetically beautiful. I've never something so well directed, and visually pleasing.
The scenes at Cuba really makes you feel like you are physically there with the characters.

The story was just amazing. I was hooked every week, wanting to know the rest.
You might feel like it's the typically love story with the evil step mother, but it's not.
It's really original and unexpected.
You don't know how it's gonna end, until the last episode.

For the music, I never really loved OSTs in general, except the one from Descendants of the sun.
But in this case, every song was so good, and went great with the drama, especially Lee Sora's and Eric Nam's songs.

To put it in a nutshell, it was the first drama that I watched as it was released, and every week, I was floating.
So many emotions hit me every episode, and I have to admit, I teared up a few times.
I would recommended it a 100% to K-drama newbies, or anyone in general.


I hope this was helpful <3
Read More"
